2026-02-00,余额,0,0,13604388.17,余额
2026-02-00,建行定期,0,0,11000000,建行定期存款
2026-02-00,建行活期,0,0,1602639.15,建行活期存款
2026-02-00,中行定期,0,0,1000000,中行定期存款
2026-02-00,中行活期,0,0,23394.59,中行活期存款

2026-02-00,微信,5835.34,0,建行微信
2026-02-00,微信,1062.3,0,建行微信
2026-02-00,微信,2465.47,0,建行微信
2026-02-00,微信,1075.3,0,建行微信
2026-02-00,微信,616.14,0,建行微信
2026-02-00,微信,7225,0,建行微信
2026-02-00,微信,1818,0,建行微信
2026-02-00,微信,2983,0,建行微信
2026-02-00,微信,1108.09,0,建行微信
2026-02-00,微信,0,0,建行微信
2026-02-00,微信,0,0,建行微信
2026-02-00,微信,0,0,建行微信

2026-02-00,开箱,0,0,开箱
2026-02-00,功德,0,0,功德
2026-02-00,牌位,0,0,牌位
2026-02-00,佛事,0,0,佛事
2026-02-00,流通,0,0,流通

2026-02-00,伙食,0,0,伙食
2026-02-00,薪酬,0,0,薪酬
2026-02-00,慈善,0,0,慈善
2026-02-05,慈善,0,8000,慈善
2026-02-05,慈善,0,10000,慈善

2026-02-00,交通,0,18.77,交通
2026-02-00,交通,0,15.2,交通
2026-02-00,交通,0,18.77,交通
2026-02-00,交通,0,32.83,交通
2026-02-00,交通,0,26.3,交通
2026-02-00,交通,0,11.98,交通
2026-02-00,交通,0,0,交通
2026-02-00,交通,0,0,交通
2026-02-00,交通,0,0,交通
2026-02-00,交通,0,0,交通
2026-02-00,交通,0,0,交通
2026-02-00,交通,0,0,交通

2026-02-00,日常,0,0,日常
2026-02-05,日常,0,166,日常
2026-02-05,日常,0,230,日常
2026-02-05,日常,0,36,日常
2026-02-05,日常,0,12,日常

2026-02-00,电话,0,0,电话
2026-02-05,活动,0,1950,活动
2026-02-00,活动,0,3412.75,胡蝶兰花
2026-02-05,水电,0,5000,水电
2026-02-05,水电,0,6000,水电
2026-02-05,水电,0,2000,水电
2026-02-00,手续,0,25,中行手续费
